MUESTRA,ID,FECHA,CP,C.A,ORIGEN,EDAD,PERRO/GATO,nº ESPECIES,RESULTADO,ESPECIE 1,ESPECIE 2,ESPECIE 3,ESTACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,10719150,10/24/17,08202,CATALUÑA,ZZZZ,13,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,10719151,10/24/17,08202,CATALUÑA,ZZZZ,12,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,10740018,10/24/17,04008,ANDALUCIA,ZZZZ,2,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,10762202,10/24/17,08560,CATALUÑA,ZZZZ,1,2,2,"50.000 UFC/ml Escherichia coli

50.000 UFC/ml Enterococcus faecalis


",Enterococcus,Escherichia ,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,10763208,10/24/17,46015,VALENCIA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,10763209,10/24/17,46015,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,10779888,10/24/17,12004,VALENCIA,ZZZZ,13,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,10795738,10/24/17,30107,MURCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,10795740,10/24/17,08302,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,10795749,10/24/17,29640,ANDALUCIA,M,NC,1,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp. pneumoniae
> 100.000 UFC/ml Klebsiella pneumoniaae ssp. ozaenae


",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,10795753,10/24/17,33420,ASTURIAS,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,10795766,10/24/17,17487,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,10795767,10/24/17,05005,C. LEÓN,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,10795776,10/24/17,48600,PAÍS VASCO,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,10795777,10/24/17,48600,PAÍS VASCO,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,10795783,10/24/17,33006,ASTURIAS,M,NC,1,1,"5.000 UFC/ml Streptococcus beta-hemolitico



",Streptococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,10795785,10/24/17,32710,GALICIA,M,NC,2,1,"50.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,10795790,10/24/17,46520,VALENCIA,M,NC,1,1,"50.000 UFC/ml Staphylococcus pseudintermedius



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,10804218,10/24/17,28045,,ZZZZ,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,10823359,10/24/17,02003,C. LA MANCHA,M,NC,2,2,"> 100.000 UFC/ml Escherichia coli

( y escasas colonias de Kocuria spp. de probable contaminacion)



",Escherichia ,Kocuria,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,10827073,10/24/17,33400,ASTURIAS,MD,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,10830066,10/24/17,47009,C. LEÓN,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,10830067,10/24/17,28047,,M,NC,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,10830071,10/24/17,48200,PAÍS VASCO,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,10830073,10/24/17,08181,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,10830077,10/24/17,33120,ASTURIAS,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,10830262,10/24/17,25008,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,10835746,10/24/17,33203,ASTURIAS,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,10839405,10/24/17,36930,GALICIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,10839419,10/24/17,01009,PAÍS VASCO,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,10847200,10/24/17,01002,PAÍS VASCO,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,10122087,10/25/17,08110,CATALUÑA,ZZZZ,4,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,10425455,10/25/17,N/A,N/A,M,3,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,10449219,10/25/17,04720,ANDALUCIA,ZZZZ,0,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,10515557,10/25/17,28914,,ZZZZ,7,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,10522102,10/25/17,28921,,ZZZZ,7,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,10551810,10/25/17,01015,PAÍS VASCO,ZZZZ,15,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,10551815,10/25/17,07510,BALEARES,ZZZZ,8,1,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp pneumoniae



",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,10561697,10/25/17,08930,CATALUÑA,ZZZZ,7,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,10668432,10/25/17,08930,CATALUÑA,ZZZZ,14,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,10671896,10/25/17,46920,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,10692328,10/25/17,48010,PAÍS VASCO,ZZZZ,10,1,1,"> 100.000 UFC/ml Alcaligenes faecalis


",Alcaligenes,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,10728155,10/25/17,28229,,ZZZZ,5,2,2,"> 100.000 UFC/ml Staphylococcus coagulasa negativa

> 100.000 UFC/ml Staphylococcus pseudintermedius

( y escasas colonias de Corynebacterium de posible contaminacion)



",Corynebacterium,Staphylococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,10744675,10/25/17,07760,BALEARES,ZZZZ,7,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,10768856,10/25/17,46701,VALENCIA,ZZZZ,11,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825,10781398,10/25/17,03204,VALENCIA,ZZZZ,10,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,10781399,10/25/17,28932,,ZZZZ,7,1,1,"10.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,10784391,10/25/17,28660,,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,10786125,10/25/17,28660,,ZZZZ,16,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,10823885,10/25/17,08980,CATALUÑA,T,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,10830085,10/25/17,28047,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,10830087,10/25/17,08013,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,10830093,10/25/17,08206,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,10830094,10/25/17,08034,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,10830099,10/25/17,17006,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,10835964,10/25/17,08812,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5836,10835989,10/25/17,05005,C. LEÓN,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,10839341,10/25/17,46008,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,10840803,10/25/17,46980,VALENCIA,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,10840812,10/25/17,17006,CATALUÑA,M,NC,1,2,"> 100.000 UFC/ml Escherichia coli

 20.000 UFC/ml Streptococcus beta-hemolitico

",Escherichia ,Streptococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,10840813,10/25/17,27880,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,10840817,10/25/17,07010,BALEARES,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,10840818,10/25/17,33006,ASTURIAS,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,10840820,10/25/17,48860,PAÍS VASCO,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,10840823,10/25/17,15008,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,10840824,10/25/17,28047,,M,NC,2,1,"> 100.000 UFC/ml Staphylococcus auricularis



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,10840838,10/25/17,27002,GALICIA,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,10840845,10/25/17,48860,PAÍS VASCO,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,10840850,10/25/17,25003,CATALUÑA,M,NC,1,1," > 100.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,10840851,10/25/17,51001,CEUTA/MELILLA,M,NC,1,1,"> 100.000 UFC/ml Enterococcus faecalis


",Enterococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,10840853,10/25/17,03690,VALENCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,10840856,10/25/17,03013,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,10840858,10/25/17,N/A,N/A,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,10840909,10/25/17,28931,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,2000017,10/25/17,28931,,M,NC,1,1,"> 100.000 UFC/ml Enterococcus faecalis


",Enterococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,955397,10/25/17,32710,GALICIA,ZZZZ,13,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,10122662,10/26/17,N/A,N/A,ZZZZ,5,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,10257018,10/26/17,48991,PAÍS VASCO,M,NC,1,1,"20.000 UFC/ml Escherichia coli cepa 1

50.000 UFC/ml Escherichia coli cepa 2



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,10384808,10/26/17,41970,ANDALUCIA,M,10,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,10413929,10/26/17,08470,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,10431636,10/26/17,28011,,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,10431639,10/26/17,28007,,M,NC,1,1," > 100.000 UFC/ml Staphylococcus pseudintermedius


",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,10443519,10/26/17,28007,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,10492784,10/26/17,08041,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Enterobacter cloacae



",Enterobacter,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5864,10502208,10/26/17,41011,ANDALUCIA,ZZZZ,5,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,10504411,10/26/17,28919,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,10529679,10/26/17,29649,ANDALUCIA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,10556510,10/26/17,46018,VALENCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,10605931,10/26/17,46018,VALENCIA,ZZZZ,2,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,10648853,10/26/17,28025,,T,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,10648860,10/26/17,28004,,ZZZZ,1,1,1,"10.000 UFC/ml Staphylococcus pseudintermedius

",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,10648890,10/26/17,28983,,MD,NC,1,1,"5.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,10668434,10/26/17,28030,,ZZZZ,6,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,10742086,10/26/17,48010,PAÍS VASCO,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,10768853,10/26/17,28100,,ZZZZ,4,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,10779112,10/26/17,28932,,ZZZZ,11,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,10779113,10/26/17,28053,,ZZZZ,4,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,10785456,10/26/17,28053,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,10785457,10/26/17,28934,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,10790293,10/26/17,28934,,ZZZZ,6,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,10803014,10/26/17,20180,PAÍS VASCO,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,10803015,10/26/17,48650,PAÍS VASCO,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882,10803413,10/26/17,48650,PAÍS VASCO,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,10807313,10/26/17,28100,,ZZZZ,6,1,2,"> 100.000 UFC/ml Enterococcus faecium

> 100.000 UFC/ml Staphylococcus xylosus

",Enterococcus,Staphylococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5884,10830302,10/26/17,43820,CATALUÑA,ZZZZ,9,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885,10830304,10/26/17,28232,,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,10830316,10/26/17,36312,GALICIA,M,NC,2,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp pneumoniae



",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,10830324,10/26/17,08005,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,10830326,10/26/17,15200,GALICIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
